ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY,BILL_AMT,PAY_AMT,DefaultNext
7060,50000,2,2,3,30,2,40087,0,0
7061,120000,2,2,1,37,0,12006,1171,0
7062,30000,2,2,2,29,1,16493,0,1
7063,2.00E+05,2,2,2,30,0,193300,6860,0
7064,20000,1,3,2,37,0,19716,1547,0
7065,50000,2,2,2,23,0,47020,2139,1
7066,70000,2,1,2,25,0,8272,2000,0
7067,290000,2,1,2,32,1,0,0,0
7068,90000,2,1,2,30,2,750,0,0
7069,150000,1,2,1,37,2,106628,7400,1
7070,90000,1,2,2,38,0,112212,5170,0
7071,80000,1,1,1,40,0,28054,3600,1
7072,1.00E+05,1,1,2,32,1,95794,4000,0
7073,2.00E+05,2,2,1,41,-2,-780,0,0
7074,140000,2,2,2,31,3,124716,5800,1
7075,110000,2,2,2,45,-1,836,9376,0
7076,50000,2,3,3,43,0,31199,12009,0
7077,60000,2,2,1,42,0,61759,2600,0
7078,130000,1,1,1,40,0,25375,1500,0
7079,320000,2,2,1,43,0,181048,8500,0
7080,120000,2,3,1,42,-1,2207,263,0
7081,450000,2,2,2,35,1,347994,0,0
7082,2.00E+05,2,2,1,36,-1,136286,50000,1
7083,20000,1,1,2,31,1,16170,0,1
7084,410000,2,2,1,29,-2,6764,6500,0
7085,210000,2,1,1,40,0,206803,7876,0
7086,210000,2,1,1,36,1,0,0,1
7087,130000,1,3,1,38,1,0,0,0
7088,170000,2,1,2,27,-2,6504,1046,1
7089,190000,2,2,1,55,0,104344,6003,0
7090,230000,2,1,2,28,0,95956,4231,1
7091,120000,2,2,2,29,0,114538,6000,0
7092,50000,2,2,2,23,0,17313,3000,1
7093,220000,2,2,2,41,0,32016,2004,1
7094,320000,2,1,2,32,2,313383,12937,0
7095,160000,2,2,1,27,0,75652,1020,1
7096,20000,2,2,2,23,0,4561,2000,0
7097,460000,2,1,2,34,1,-258,0,0
7098,490000,1,1,1,38,1,380,380,0
7099,130000,2,2,1,47,0,85317,3813,0
7100,170000,1,2,2,41,0,162500,4781,0
7101,150000,2,2,2,24,0,108924,4000,0
7102,180000,2,1,2,33,-2,1246,1845,0
7103,50000,1,3,2,35,0,41646,4000,0
7104,240000,2,5,1,44,0,47315,3000,0
7105,390000,2,1,2,37,-1,20666,20666,0
7106,50000,1,3,2,47,0,48593,1278,0
7107,310000,1,1,1,43,-2,0,0,0
7108,1.00E+05,2,1,2,28,1,290,1534,0
7109,260000,2,1,2,36,-1,2992,0,0
7110,30000,2,2,2,28,0,28347,2000,0
7111,310000,1,2,2,27,-2,68928,43894,0
7112,270000,1,1,2,40,0,193444,15000,0
7113,250000,2,1,1,30,-1,1923,900,1
7114,130000,2,2,1,31,0,32215,2000,0
7115,220000,1,1,1,35,0,21960,2000,0
7116,60000,2,2,2,48,0,86550,3000,0
7117,120000,1,1,2,29,-2,119324,5025,0
7118,30000,2,2,1,35,-1,11359,27657,0
7119,130000,2,1,2,30,2,124651,7100,1
7120,1.00E+05,2,2,1,35,-1,29048,0,0
7121,2.00E+05,2,1,2,26,0,1290,599,0
7122,260000,2,2,1,47,0,164137,10000,0
7123,390000,1,1,1,45,2,185204,0,1
7124,340000,2,1,2,42,0,308023,27245,0
7125,140000,2,2,2,24,-2,137037,5053,1
7126,220000,2,2,2,39,0,142186,7000,0
7127,20000,1,2,1,31,-1,1572,1386,0
7128,5.00E+05,1,2,2,40,-1,33179,99159,0
7129,210000,2,2,1,33,0,8770,6000,1
7130,340000,2,2,2,39,0,308286,13775,0
7131,130000,1,2,1,44,2,16357,1500,1
7132,2.00E+05,2,2,2,34,0,189279,10000,0
7133,150000,1,1,1,35,0,160292,6100,1
7134,50000,2,3,2,22,0,36926,20007,0
7135,60000,2,1,2,25,2,38050,2000,1
7136,60000,1,1,2,27,-1,1386,5273,0
7137,150000,2,3,1,29,0,118025,4278,0
7138,180000,1,1,1,38,2,47276,3000,1
7139,50000,1,2,2,22,0,55100,2372,0
7140,10000,2,3,1,48,0,7863,1172,0
7141,1.00E+05,2,2,2,24,0,94056,3730,0
7142,30000,2,2,2,21,-2,0,780,0
7143,50000,1,3,1,51,0,48550,2000,0
7144,30000,1,2,1,39,0,19643,1700,1
7145,1.00E+05,2,2,2,30,2,96638,4300,1
7146,1.00E+05,1,2,2,35,2,24524,3500,0
7147,290000,1,2,1,37,-2,199911,8001,0
7148,140000,2,2,1,42,0,3726,2846,0
7149,240000,2,1,1,39,1,0,0,0
7150,380000,1,1,2,27,-1,2501,0,0
7151,230000,2,3,1,54,-1,1227,784,0
7152,40000,2,1,2,24,0,28140,5000,1
7153,210000,2,1,1,34,0,74261,3500,0
7154,150000,2,2,1,37,0,144744,4610,0
7155,70000,2,3,1,27,2,27241,3628,1
7156,80000,2,2,2,24,0,9591,1000,0
7157,50000,1,2,2,30,0,49259,2500,0
7158,3.00E+05,2,2,2,27,-2,0,0,0
7159,180000,2,2,2,30,0,63182,2166,0
7160,150000,2,1,2,35,-2,9164,14021,0
7161,60000,1,1,2,24,0,20873,2000,0
7162,1.00E+05,2,2,2,37,0,177961,3082,1
7163,90000,2,2,1,26,2,89947,5000,0
7164,20000,1,2,1,43,0,14102,1300,0
7165,320000,2,1,2,32,-2,-1,0,1
7166,90000,2,3,1,68,-2,2000,0,0
7167,5.00E+05,1,2,2,36,1,226,9125,0
7168,210000,1,1,1,37,-1,3094,565,0
7169,30000,1,2,2,29,2,28603,1000,1
7170,20000,1,2,1,51,0,10400,0,1
7171,50000,2,1,2,23,1,0,0,0
7172,360000,2,3,1,39,-1,4964,177,0
7173,80000,2,3,1,28,0,36847,2000,0
7174,150000,1,1,1,47,-1,4003,2891,0
7175,20000,1,2,1,36,2,25274,1700,0
7176,150000,2,3,1,55,-2,1194,2101,0
7177,340000,1,3,1,29,0,332123,14000,0
7178,5.00E+05,1,2,1,61,1,0,0,1
7179,1.00E+05,2,3,1,33,0,32526,5396,0
7180,160000,1,2,1,62,-2,0,0,0
7181,3.00E+05,2,1,1,42,-1,400,0,0
7182,240000,1,1,2,34,0,18825,12880,0
7183,60000,2,2,1,30,2,60558,3500,1
7184,20000,2,2,2,21,0,13717,1005,0
7185,80000,2,2,1,25,-1,1374,1170,0
7186,20000,1,2,1,47,-1,390,780,0
7187,240000,2,1,1,35,-1,5770,10420,0
7188,20000,1,2,2,25,1,19242,1700,0
7189,290000,1,2,1,33,0,190547,7158,0
7190,120000,2,1,2,33,0,53087,2572,0
7191,1.00E+05,2,2,2,33,0,61089,30010,0
7192,20000,1,2,1,42,0,18317,1500,0
7193,60000,2,2,1,49,1,17013,2000,1
7194,150000,2,2,2,26,0,10693,3000,1
7195,5.00E+05,1,1,1,57,-1,4560,600,0
7196,120000,2,2,2,24,0,34670,2033,1
7197,80000,2,2,1,35,-1,7961,20004,0
7198,1.00E+05,2,3,1,39,0,39667,1649,0
7199,20000,1,1,1,53,0,13605,1249,0
7200,2.00E+05,2,2,1,33,0,23762,4000,0
7201,80000,1,1,1,39,0,61708,5000,0
7202,80000,1,1,2,33,0,75985,12036,0
7203,150000,1,1,2,26,0,29712,3200,0
7204,50000,1,2,1,50,0,47721,2037,0
7205,370000,2,1,2,28,-1,577,63895,0
7206,130000,2,2,2,25,0,107594,4023,1
7207,450000,2,1,1,41,-1,2663,2146,0
7208,2.00E+05,2,2,1,44,-1,500,0,0
7209,130000,1,1,2,30,0,90864,16000,0
7210,230000,2,5,2,23,0,55197,2712,0
7211,90000,2,1,2,29,0,9124,10000,0
7212,30000,1,3,1,53,-1,263,14849,0
7213,180000,1,2,1,43,-1,4425,1200,1
7214,140000,1,1,2,32,-1,9556,3000,0
7215,380000,1,1,1,52,1,0,0,0
7216,30000,2,2,1,56,2,26008,1800,1
7217,80000,2,3,1,46,2,77490,5000,1
7218,60000,2,3,1,47,0,59098,1392,1
7219,290000,2,1,2,32,-2,0,5743,0
7220,160000,2,2,1,26,-1,1319,3941,1
7221,20000,1,1,2,28,0,7032,12500,0
7222,80000,2,3,1,65,0,80260,3750,0
7223,360000,2,1,1,34,-2,4259,1376,0
7224,30000,2,1,2,44,1,39347,1200,0
7225,140000,2,2,1,37,-1,330,330,0
7226,150000,1,1,2,33,0,78038,5000,0
7227,130000,1,1,1,45,0,58180,2886,0
7228,410000,1,1,1,34,-1,109256,15000,1
7229,70000,2,1,2,28,0,48910,2050,1
7230,30000,2,1,2,24,0,27181,2000,0
7231,50000,2,2,1,37,-1,7465,2790,0
7232,180000,1,2,1,45,0,119109,6000,0
7233,30000,2,2,2,36,-1,390,390,0
7234,20000,1,1,2,38,0,16787,1700,0
7235,30000,1,2,2,24,0,12800,0,0
7236,20000,2,2,2,53,0,8847,1500,0
7237,280000,1,1,2,27,-1,6564,1334,0
7238,50000,2,2,1,28,0,14262,2000,1
7239,360000,1,1,1,34,1,-130,0,1
7240,190000,2,3,1,41,2,185738,7762,1
7241,180000,2,1,1,36,-2,2846,2092,0
7242,60000,2,1,2,24,0,48890,2000,0
7243,320000,2,2,1,47,-1,10159,38075,0
7244,10000,1,3,2,33,-1,1655,1473,1
7245,2.00E+05,2,2,1,52,-1,316,632,1
7246,50000,1,2,2,24,0,9923,1200,0
7247,180000,2,1,2,25,-2,0,0,0
7248,20000,1,2,2,24,2,15586,1609,1
7249,3.00E+05,2,2,1,28,2,296665,11500,0
7250,90000,2,1,2,28,-1,350,0,1
7251,160000,2,2,2,23,-1,116212,0,1
7252,20000,1,2,2,39,0,14154,1258,0
7253,150000,2,2,2,28,-1,8200,2500,0
7254,50000,1,3,2,26,1,48560,4570,0
7255,60000,1,3,3,43,0,70367,2415,0
7256,210000,2,1,1,54,0,16355,3000,0
7257,150000,1,2,2,27,0,134492,6000,0
7258,60000,2,2,2,24,0,58143,3044,1
7259,210000,2,2,1,35,0,25806,1035,0
7260,210000,1,2,2,28,-2,198724,4500,0
7261,360000,2,3,1,31,-1,28835,14596,0
7262,10000,1,1,2,25,0,6005,3000,0
7263,140000,2,1,2,32,0,142043,7000,0
7264,1.00E+05,2,1,2,33,1,55066,0,0
7265,50000,1,2,2,23,-1,836,836,1
7266,360000,2,3,2,42,-2,0,0,1
7267,360000,1,2,1,42,1,0,0,0
7268,30000,2,2,2,27,0,11228,1104,0
7269,20000,1,2,2,36,2,10360,3467,0
7270,260000,2,1,1,42,0,8606,3856,0
7271,1.00E+05,2,1,2,38,2,37160,3500,1
7272,340000,2,2,2,39,-2,56412,10034,0
7273,50000,2,1,2,31,1,1129,0,1
7274,180000,2,2,1,32,0,8135,5000,0
7275,360000,2,1,2,33,-1,1616,3700,0
7276,60000,2,2,1,35,0,27892,2000,0
7277,20000,2,3,1,28,1,18710,1400,0
7278,150000,2,1,1,44,1,27270,0,1
7279,150000,1,1,1,50,0,101639,3820,0
7280,3.00E+05,1,1,2,32,0,30749,20000,0
7281,420000,2,3,2,35,0,63715,3002,0
7282,5.00E+05,1,1,2,34,0,324503,15633,0
7283,150000,2,2,2,30,0,65591,0,0
7284,50000,1,3,1,54,0,34301,1700,1
7285,110000,2,2,2,24,1,68068,3900,0
7286,150000,2,2,1,38,-2,1106,1208,0
7287,80000,1,1,2,26,0,77397,3328,0
7288,150000,2,3,1,34,0,19130,1000,0
7289,50000,2,2,2,39,0,20650,0,0
7290,20000,1,2,2,33,0,36658,4000,0
7291,80000,2,2,2,33,0,69937,3032,0
7292,150000,1,1,1,41,2,113358,14779,1
7293,240000,2,3,1,41,1,-2225,12,0
7294,1.00E+05,2,2,1,27,-2,390,4780,0
7295,130000,2,2,1,45,0,79277,3500,0
7296,20000,1,2,1,37,0,18419,1373,0
7297,340000,2,1,2,35,-1,317,3074,0
7298,430000,1,1,1,40,-1,6112,10590,0
7299,110000,2,1,1,57,0,16090,2000,0
7300,90000,2,3,1,49,0,10242,2006,0
7301,10000,2,1,2,26,0,9459,231,0
7302,1.00E+05,1,1,2,32,-1,4270,0,0
7303,390000,2,1,1,34,-2,7639,6083,0
7304,130000,2,2,2,43,-1,2048,2529,0
7305,180000,2,2,1,37,0,78089,3333,0
7306,50000,1,2,3,51,0,79502,4000,0
7307,80000,2,2,1,30,0,64596,4424,0
7308,30000,2,3,2,33,1,24457,1716,1
7309,150000,2,1,2,30,-1,7015,0,0
7310,230000,1,2,2,46,1,378,907,0
7311,90000,2,2,2,23,2,82623,5900,1
7312,80000,2,2,3,30,0,11976,1185,0
7313,7.00E+05,1,1,2,35,-1,8277,17599,0
7314,30000,2,2,2,22,0,27447,1923,1
7315,90000,2,1,1,28,-1,12759,5000,1
7316,2.00E+05,1,2,2,44,-1,310,2306,0
7317,230000,1,2,1,50,0,94314,4082,1
7318,1.00E+05,1,1,2,54,0,99932,1712,0
7319,360000,2,1,2,28,0,152072,5708,0
7320,5.00E+05,1,1,1,43,1,0,0,1
7321,240000,2,2,2,42,-1,3328,164820,0
7322,360000,1,1,2,28,0,78398,25126,0
7323,360000,1,2,1,30,2,2500,0,1
7324,320000,1,1,1,43,0,110032,4028,0
7325,50000,2,2,1,40,0,21696,1383,0
7326,140000,2,2,2,31,0,50822,2473,0
7327,360000,2,2,1,30,0,6419,1067,0
7328,180000,2,1,2,27,-1,641,1812,1
7329,330000,2,1,1,40,-2,2573,1800,0
7330,140000,2,1,2,24,0,6265,2198,1
7331,360000,2,1,1,27,-2,2459,955,0
7332,150000,2,1,2,27,2,15475,3000,1
7333,220000,2,3,2,29,0,14246,2601,0
7334,260000,1,3,2,31,0,257920,10036,0
7335,30000,2,3,1,54,0,17708,1615,0
7336,580000,1,1,2,31,-1,2507,2190,0
7337,50000,1,2,2,25,0,1582,300,0
7338,230000,2,1,1,36,-1,878,9574,1
7339,20000,1,2,1,39,2,20264,1500,1
7340,110000,1,3,1,35,2,67591,3200,1
7341,240000,2,1,2,28,0,168068,6042,0
7342,50000,2,2,1,34,0,49940,2128,0
7343,20000,2,1,3,51,-1,3680,0,0
7344,190000,2,3,1,42,0,113516,6000,0
7345,1.00E+05,2,3,2,50,0,84027,7500,0
7346,5.00E+05,1,2,1,34,-2,13010,5041,0
7347,170000,2,1,1,40,-1,511,1001,0
7348,150000,2,2,2,23,0,7795,7000,0
7349,30000,1,2,1,48,0,46780,1899,0
7350,80000,1,2,2,41,2,80140,3253,1
7351,340000,2,3,1,49,-2,20452,18832,0
7352,210000,2,2,2,30,0,89670,7500,0
7353,30000,2,1,2,23,0,28239,2500,0
7354,230000,1,1,2,27,-1,3257,1816,0
7355,20000,1,2,2,23,0,18497,1900,0
7356,70000,2,3,1,26,0,71147,3800,0
7357,310000,2,1,1,66,0,259874,8874,1
7358,80000,1,2,2,36,0,19211,1337,1
7359,150000,2,2,2,27,0,146778,6554,0
7360,20000,1,3,1,49,0,13881,1218,0
7361,220000,2,2,1,54,-1,264,1138,0
7362,150000,2,1,2,30,0,150426,5520,0
7363,530000,1,1,2,30,0,214022,20000,0
7364,150000,2,2,1,28,-1,108,0,0
7365,150000,2,1,2,29,-1,2356,16836,1
7366,420000,2,2,1,30,0,83640,1275,0
7367,80000,2,2,1,31,-2,0,0,0
7368,1.00E+05,2,2,1,37,-1,87055,3000,0
7369,30000,2,2,2,27,2,15191,1500,1
7370,50000,1,2,1,37,0,23607,2000,0
7371,330000,2,1,2,39,-1,1972,1586,1
7372,140000,2,2,2,36,0,134783,12800,0
7373,50000,2,2,1,34,0,95380,2140,0
7374,360000,1,2,1,37,1,0,0,1
7375,180000,1,2,2,38,-1,54198,4400,1
7376,130000,2,2,1,27,2,54921,2000,0
7377,130000,2,2,2,31,1,120890,5200,0
7378,20000,1,1,2,24,2,18199,0,0
7379,260000,2,1,2,30,0,89538,4000,0
7380,50000,2,2,2,51,0,57595,1996,0
7381,320000,2,2,1,29,0,145907,30236,0
7382,70000,2,2,1,37,0,49775,2000,1
7383,180000,2,1,1,47,-1,807,4246,0
7384,60000,1,2,1,54,2,61493,55,0
7385,80000,1,2,1,23,-2,795,1703,0
7386,10000,2,3,1,49,0,6904,1206,0
7387,150000,2,2,1,33,1,42932,0,1
7388,50000,2,3,2,55,0,45698,6000,0
7389,150000,1,3,2,41,0,64425,1745,0
7390,350000,1,1,2,38,0,36098,3604,0
7391,380000,2,1,2,44,0,371917,15071,0
7392,130000,2,3,2,25,-1,250,174,0
7393,180000,2,1,1,35,-1,1651,0,0
7394,1.00E+05,2,2,1,41,0,107224,7000,0
7395,30000,2,3,1,31,3,23368,2000,1
7396,430000,1,1,2,28,0,406995,40000,0
7397,2.00E+05,2,2,1,37,-1,2681,0,1
7398,360000,1,2,1,43,1,0,0,1
7399,80000,2,1,2,32,-1,1147,1147,0
7400,40000,2,1,2,26,2,27255,0,1
7401,80000,2,2,2,29,0,12393,2022,0
7402,20000,1,3,2,23,0,17030,1315,0
7403,250000,2,2,2,24,-1,956,1339,1
7404,70000,1,2,1,43,0,16186,2000,0
7405,20000,2,1,1,34,0,14676,1286,1
7406,160000,2,4,1,39,1,-18,0,0
7407,70000,1,2,1,36,0,27868,1850,1
7408,50000,2,2,2,34,-2,588,592,0
7409,30000,2,3,1,41,2,26042,1800,1
7410,80000,1,2,1,48,0,46495,3000,0
7411,20000,1,2,1,52,0,15768,1285,0
7412,50000,2,5,1,32,0,10335,1200,0
7413,50000,1,1,2,26,1,0,0,0
7414,230000,2,1,1,36,-1,2078,380,0
7415,10000,2,2,2,23,1,-1000,0,1
7416,20000,1,2,1,42,0,16070,3300,0
7417,110000,1,2,2,34,2,108180,5000,0
7418,2.00E+05,2,1,2,29,-1,5624,2519,0
7419,20000,1,2,1,59,1,-1213,52082,0
7420,80000,1,1,2,29,-1,2946,4599,0
7421,280000,2,2,2,31,1,0,0,0
7422,140000,2,2,1,45,0,106974,4924,0
7423,60000,2,1,2,25,0,24066,1414,0
7424,50000,1,2,1,51,0,113247,3000,0
7425,2.00E+05,2,1,1,34,-2,0,0,0
7426,180000,2,1,1,38,1,114413,0,0
7427,260000,2,2,2,45,0,207977,9000,0
7428,150000,1,1,2,32,0,52582,6395,1
7429,130000,2,1,2,32,0,126080,7000,0
7430,120000,1,3,2,50,-1,390,0,1
7431,210000,2,2,1,30,-2,0,0,0
7432,110000,2,1,3,33,0,165090,4259,0
7433,30000,1,2,2,28,-1,29617,4096,0
7434,170000,2,1,2,25,-1,12218,5507,1
7435,360000,2,1,2,32,-1,13819,2148,0
7436,130000,1,1,2,37,0,116093,3647,1
7437,30000,2,1,2,24,2,12324,4500,1
7438,160000,2,2,1,31,-2,239,0,0
7439,30000,2,2,1,43,-1,25166,1437,0
7440,10000,2,2,2,22,1,0,1000,1
7441,50000,2,2,2,38,0,2410,0,0
7442,80000,1,2,1,40,0,23833,5000,0
7443,260000,2,1,1,49,1,0,0,0
7444,170000,1,3,2,26,2,74453,5020,1
7445,30000,2,3,2,25,0,20983,2000,0
7446,50000,2,3,2,51,0,25577,1269,0
7447,120000,1,3,1,40,0,88185,5000,0
7448,240000,2,2,1,31,2,71876,3100,1
7449,180000,1,1,2,41,0,16366,18339,0
7450,60000,2,3,2,26,0,38726,1663,0
7451,150000,2,3,2,32,0,113932,2500,1
7452,360000,2,2,2,26,1,0,0,0
7453,350000,2,1,2,32,-2,0,0,1
7454,30000,2,1,1,43,-1,390,780,0
7455,120000,2,1,2,29,0,121805,4600,0
7456,330000,1,1,1,43,1,0,0,1
7457,5.00E+05,1,2,2,44,-2,26697,1131,0
7458,1.00E+05,2,2,1,34,0,102724,4600,0
7459,80000,2,2,1,37,1,2626,0,0
7460,260000,2,2,2,30,0,34405,20000,0
7461,5.00E+05,1,2,1,41,0,171565,20241,0
7462,90000,1,1,2,52,0,91656,5110,0
7463,360000,2,2,1,38,-1,1604,239,0
7464,360000,1,3,2,34,-1,3821,1937,0
7465,1.00E+05,2,2,2,25,0,8791,1000,0
7466,2.00E+05,1,2,2,36,0,190120,9000,1
7467,490000,2,2,2,52,0,191937,7133,0
7468,460000,1,1,1,40,0,100026,5095,0
7469,20000,1,1,2,39,1,10968,2000,1
7470,230000,2,2,1,35,0,76050,3000,0
7471,170000,2,2,2,28,0,169531,8000,0
7472,60000,2,3,1,63,0,56285,5000,0
7473,90000,2,2,1,33,0,26772,56388,0
7474,160000,1,1,1,38,1,0,499,0
7475,20000,1,2,2,30,2,20586,1300,1
7476,5.00E+05,2,1,1,36,1,0,0,0
7477,30000,2,2,1,42,0,9801,1200,1
7478,170000,1,2,2,31,-1,2908,3408,0
7479,1.00E+05,2,3,1,44,0,80808,3025,0
7480,50000,1,2,2,39,0,48493,2109,0
7481,110000,1,2,2,28,2,111541,5400,1
7482,20000,2,1,2,23,0,11672,2424,0
7483,70000,2,3,2,26,0,28995,1600,0
7484,310000,2,2,1,42,-2,-606,45484,0
7485,30000,1,2,2,28,2,35991,2000,1
7486,30000,2,2,1,27,0,21632,3300,1
7487,1.00E+05,2,1,1,36,0,51713,1000,0
7488,150000,2,1,2,30,-2,217,0,0
7489,80000,1,2,2,27,0,78406,1500,0
7490,2.00E+05,2,3,1,40,0,158809,5380,0
7491,20000,1,2,1,36,1,19006,0,1
7492,30000,1,2,1,33,0,23900,2000,0
7493,50000,2,3,1,42,0,13436,1246,0
7494,130000,2,5,1,32,0,3275,376,0
7495,330000,1,1,2,32,0,162657,5500,0
7496,80000,2,3,2,53,-2,5687,0,0
7497,50000,2,1,1,34,-1,2531,14608,0
7498,150000,2,1,2,33,-1,10544,2000,0
7499,210000,2,2,1,30,1,0,241,0
7500,30000,2,2,1,30,3,30583,389,0
7501,5.00E+05,2,1,2,30,1,17144,3678,0
7502,60000,2,1,2,32,1,31634,0,0
7503,20000,2,2,1,29,-1,1473,390,0
7504,30000,2,2,2,23,2,21034,7000,1
7505,120000,1,2,1,60,2,27497,1200,1
7506,80000,2,2,1,37,1,79900,21,1
7507,360000,2,1,1,35,-2,0,0,1
7508,150000,1,2,1,36,-1,6750,15227,0
7509,10000,2,3,2,51,0,53095,2134,0
7510,230000,2,3,1,30,0,134272,107000,0
7511,380000,2,3,2,31,-1,3859,9240,0
7512,350000,2,1,2,48,-2,0,7900,0
7513,130000,2,2,2,23,0,113900,5000,0
7514,490000,2,1,2,29,-2,4301,16388,0
7515,150000,2,2,2,28,0,12272,4447,0
7516,340000,2,2,2,38,-2,0,780,1
7517,80000,2,1,2,52,1,0,0,0
7518,230000,2,1,2,36,-2,0,0,0
7519,160000,1,2,2,37,0,119165,6008,0
7520,3.00E+05,2,2,1,33,-1,1326,0,0
7521,4.00E+05,2,2,1,24,0,176294,44776,0
7522,80000,2,2,1,45,-1,390,390,0
7523,320000,1,2,1,45,-1,1471,5318,0
7524,310000,1,1,2,36,-2,17611,10000,0
7525,270000,2,2,1,32,-2,3979,511,0
7526,280000,2,3,1,53,0,4405,3000,0
7527,330000,1,1,2,31,0,163406,7558,0
7528,50000,1,2,2,49,0,7282,1300,0
7529,240000,2,1,2,26,1,0,0,1
7530,180000,2,3,2,27,-1,3898,0,0
7531,270000,1,1,2,28,4,237881,0,1
7532,70000,1,1,2,36,2,50016,0,1
7533,290000,1,1,2,27,0,246284,10000,0
7534,350000,2,1,2,41,-2,0,3813,0
7535,210000,1,2,1,54,2,471,176,0
7536,110000,1,2,2,47,2,53016,5000,1
7537,3.00E+05,1,2,1,32,-1,2884,1706,1
7538,140000,2,2,2,38,0,141453,8000,0
7539,80000,1,1,2,27,0,77111,6384,0
7540,360000,2,2,1,42,-1,44380,968,0
7541,210000,2,2,2,33,0,19951,2000,0
7542,50000,1,2,2,22,-1,19875,0,1
7543,80000,2,1,2,28,1,0,0,1
7544,130000,2,3,2,27,0,49780,2300,0
7545,50000,2,1,2,22,0,49077,2610,0
7546,80000,2,3,2,34,-2,585,395,0
7547,350000,1,1,2,35,-1,3260,4273,0
7548,330000,2,2,1,37,-2,2148,0,0
7549,80000,2,2,2,23,2,20661,2500,0
7550,280000,2,1,1,51,-1,11223,15262,0
7551,30000,1,2,2,49,0,27414,1526,0
7552,2.00E+05,1,3,1,44,0,69106,3000,0
7553,120000,2,1,2,26,-1,2897,485,0
7554,50000,2,2,1,38,0,3239,1000,0
7555,50000,1,2,2,31,1,18190,0,0
7556,3.00E+05,1,1,1,58,1,158230,6000,1
7557,20000,1,2,2,30,0,12755,832,0
7558,50000,1,2,2,46,0,47772,2000,1
7559,5.00E+05,2,2,2,44,0,77257,10000,0
7560,130000,2,2,1,40,-1,1445,1445,0
7561,70000,2,1,2,28,2,59794,0,1
7562,70000,2,3,2,29,-1,24336,3010,0
7563,120000,2,2,2,27,0,36175,3000,0
7564,340000,1,2,1,48,0,73627,3870,0
7565,130000,1,1,2,41,-1,1392,0,1
7566,240000,1,1,2,33,0,239009,15018,0
7567,50000,2,2,1,37,0,28522,1849,0
7568,210000,2,2,1,48,-1,11876,11876,0
7569,30000,1,2,2,30,2,20732,1347,1
7570,80000,2,2,2,22,0,76737,3500,0
7571,50000,1,3,1,42,0,50708,1872,0
7572,220000,2,3,1,25,0,93674,3500,0
7573,40000,1,2,1,37,1,12127,0,0
7574,280000,1,1,2,26,0,245969,10600,0
7575,90000,2,2,1,31,-1,350,0,0
7576,180000,2,2,2,39,0,166915,6000,0
7577,50000,1,2,2,30,0,32781,1489,1
7578,320000,1,2,2,27,0,144648,8000,0
7579,70000,1,2,1,38,0,52121,1965,0
7580,260000,2,1,2,36,1,2111,0,1
7581,360000,1,1,1,38,0,277523,4013,0
7582,1.00E+05,2,2,2,38,0,89842,4025,0
7583,1.00E+05,2,1,1,32,-1,380,380,1
7584,140000,2,2,1,39,0,133641,7000,0
7585,90000,2,2,2,28,1,83480,8000,0
7586,220000,1,1,2,25,-1,-1855,88444,0
7587,260000,2,1,2,34,-2,5237,0,0
7588,260000,2,1,1,42,-1,78,984,0
7589,20000,1,1,2,24,-1,4720,0,0
7590,50000,2,1,2,27,2,49296,1881,0
7591,70000,2,2,2,23,0,57034,2700,0
7592,170000,2,2,1,36,2,15031,2500,1
7593,30000,2,2,2,22,0,30719,1900,0
7594,2.00E+05,1,2,2,68,0,203533,8870,0
7595,50000,2,2,2,39,0,16729,1620,0
7596,50000,1,2,2,30,1,0,0,0
7597,470000,2,2,1,35,0,64875,2505,0
7598,20000,2,1,2,22,-1,7702,274,1
7599,50000,1,2,2,26,2,291,291,0
7600,360000,2,2,1,56,0,500090,15900,0
7601,20000,2,2,3,46,1,0,0,0
7602,140000,2,1,2,26,-1,6208,2136,0
7603,10000,2,3,1,47,0,2855,1069,1
7604,90000,2,1,2,30,0,19003,3500,0
7605,2.00E+05,2,2,1,46,-1,722,9086,0
7606,390000,2,2,1,39,-1,827,827,0
7607,90000,2,2,2,25,0,78651,3600,1
7608,130000,2,1,2,27,1,0,1483,0
7609,120000,2,2,2,33,1,0,974,1
7610,160000,2,2,1,35,-1,549,0,0
7611,70000,2,2,2,24,2,71339,6,0
7612,80000,1,3,1,60,0,68085,10000,0
7613,250000,2,2,2,36,0,62131,2741,0
7614,240000,1,2,2,37,0,171974,8000,0
7615,50000,2,2,2,49,0,12272,2005,0
7616,30000,2,3,2,23,0,2277,1078,0
7617,50000,1,3,1,51,2,55028,3000,1
7618,80000,2,2,2,24,-1,2152,2245,1
7619,130000,1,2,1,47,0,109640,8436,0
7620,50000,1,3,2,23,0,47033,1707,0
7621,2.00E+05,1,2,1,39,1,-390,0,0
7622,140000,1,3,1,33,0,140795,3609,0
7623,30000,2,1,2,23,0,18397,2000,0
7624,20000,2,1,2,25,1,11729,1000,0
7625,70000,1,2,2,29,0,18312,1500,0
7626,20000,2,3,3,48,0,19590,1308,0
7627,410000,1,1,1,42,0,27559,3000,0
7628,250000,1,1,1,41,-1,390,390,1
7629,140000,2,2,2,27,2,136308,5150,1
7630,90000,2,1,2,26,0,17704,5005,0
7631,340000,1,1,1,38,-1,325,325,0
